template,proportion
The [X] stagged in plays that [Y],1
The [X] opened the theater that [Y],1
The [X] promised a doctor that [Y],1
The [X] played in Francisco that [Y],1
The [X] refused the idea that [Y],1
The [X] joined a troupe that [Y],1
The [X] discovered the money that [Y],1
The [X] thought the greenbacks that [Y],1
The [X] was determined and [Y],1
The [X] attempted weaken Bayard [Y],1
The [X] opposed some pensions that [Y],1
The [X] hopped have trade although [Y],1
The [X] disagreed the which that [Y],1
The [X] spoke a monte that [Y],1
The [X] had affection and [Y],1
The [X] attended the Ceremony that [Y],1
The [X] rumorred that [Y],1
The [X] was an producer and [Y],1
The [X] worked as farmer that [Y],1
The [X] campaigned on pledge that [Y],1
The [X] resigned the which that [Y],1
The [X] stated credit that [Y],1
The [X] warned any [Y],1
The [X] joined Goldwater that [Y],1
The [X] won Carolina [Y],1
The [X] asked the encouragement if [Y],1
The [X] met with Nixon that [Y],1
The [X] attended the launch that [Y],1
The [X] stated likely and [Y],1
The [X] refused the administration that [Y],1
The [X] requested restraints that [Y],1
The [X] defended the policy that [Y],1
The [X] accompanied Bush [Y],1
The [X] announced for Scalia that [Y],1
The [X] stated the retirement that [Y],1
The [X] stepped as Chairman that [Y],1
The [X] intended reverse what [Y],1
The [X] went a hero because [Y],1
The [X] leaved Lisbon [Y],1
The [X] published a catalog that [Y],1
The [X] died in Rome that [Y],1
The [X] raided England [Y],1
The [X] constructed a polariscope that [Y],1
The [X] declined confirm arrangements and [Y],1
The [X] lent him while [Y],1
The [X] used the idea that [Y],1
The [X] was an source that [Y],1
The [X] wanted a position that [Y],1
The [X] died another tradition that [Y],1
The [X] died in 1683 that [Y],1
The [X] conquered Parma and [Y],1
The [X] presented Philip [Y],1
The [X] worked as secretary that [Y],1
The [X] was known as Clown that [Y],1
The [X] realized through pilgrimage that [Y],1
The [X] assumed a what [Y],1
The [X] considered the idea that [Y],1
The [X] said gentle that [Y],1
The [X] continued gain experience after [Y],1
The [X] remained in London that [Y],1
The [X] replaced Garland [Y],1
The [X] said like imbecile that [Y],1
The [X] confided to Parkins that [Y],1
The [X] discussed the type that [Y],1
The [X] began The Crew that [Y],1
The [X] became pregnant and [Y],1
The [X] posed gifts and [Y],1
The [X] policed that [Y],1
The [X] berated good [Y],1
The [X] packed a gun that [Y],1
The [X] was read and [Y],1
The [X] became a celebrity that [Y],1
The [X] argued a poet that [Y],1
The [X] conceived the universe that [Y],1
The [X] appeared on list that [Y],1
The [X] grew in neighborhood that [Y],1
The [X] asked Tweety if [Y],1
The [X] began smoking cigarettes [Y],1
The [X] took a turn that [Y],1
The [X] found this letter that [Y],1
The [X] was the deal that [Y],1
The [X] grew the piano that [Y],1
The [X] sakamotoed with whom that [Y],1
The [X] grew in Jerusalem that [Y],1
The [X] managed capture Damietta but [Y],1
The [X] mentioned during embassies that [Y],1
The [X] was capable and [Y],1
The [X] biassed the whom that [Y],1
The [X] shared the opinion that [Y],1
The [X] had access while [Y],1
The [X] marched them but [Y],1
The [X] was an teacher and [Y],1
The [X] stated into existence that [Y],1
The [X] wanted in Psychoanalysis that to train [Y],1
The [X] performed a lot that [Y],1
The [X] posed a question that [Y],1
The [X] hastened the advance that [Y],1
The [X] argued every aspect that [Y],1
The [X] was this office that [Y],1
The [X] began dangerous that [Y],1
The [X] appeared a place though [Y],1
The [X] became the property but [Y],1
The [X] went some tolls that [Y],1
The [X] contributed the insurrection that [Y],1
The [X] forgave Raynald that [Y],1
The [X] had an benefit that [Y],1
The [X] found the sense that [Y],1
The [X] became clear [Y],1
The [X] referred to he that [Y],1
The [X] was a developer and [Y],1
The [X] proved a one that [Y],1
The [X] travelled the him that [Y],1
The [X] resisted send Gaveston but [Y],1
The [X] arrived in England that [Y],1
The [X] led a faction that [Y],1
The [X] surrendered to earls that [Y],1
The [X] stayed obvious that [Y],1
The [X] scaped the fighting that [Y],1
The [X] became the head but [Y],1
The [X] appeared in Oxford that [Y],1
The [X] leaved the university that [Y],1
The [X] enjoyed the film that [Y],1
The [X] was the film [Y],1
The [X] confirmed to People that [Y],1
The [X] created the arc that [Y],1
The [X] ensured the diameter that [Y],1
The [X] argued whether [Y],1
The [X] identified the film that [Y],1
The [X] leaved school and [Y],1
The [X] wrote for piano that [Y],1
The [X] attempted abolish recitative [Y],1
The [X] succeeded Hiller but [Y],1
The [X] warned Clara that [Y],1
The [X] entered sanatorium until [Y],1
The [X] discussed style that [Y],1
The [X] wrote whom that [Y],1
The [X] met at border that [Y],1
The [X] moved to Aires that [Y],1
The [X] started a collaboration that [Y],1
The [X] found Comum [Y],1
The [X] portrayed parts that [Y],1
The [X] became a judge & [Y],1
The [X] proved popular [Y],1
The [X] had a range that [Y],1
The [X] denied rumours that [Y],1
The [X] attacked the city that [Y],1
The [X] besieged the city that [Y],1
The [X] bought a shop that [Y],1
The [X] announced findings and [Y],1
The [X] was a opponent [Y],1
The [X] applied a pardon that [Y],1
The [X] told the commission that [Y],1
The [X] had an presence that [Y],1
The [X] became a tutor and [Y],1
The [X] held a Jubilee that [Y],1
The [X] moved to Grosseto that [Y],1
The [X] bought Amman [Y],1
The [X] declared a colony [Y],1
The [X] became the explorer and [Y],1
The [X] expanded the coverage that [Y],1
The [X] sent Subetei [Y],1
The [X] was Principal and [Y],1
The [X] seemed the that that [Y],1
The [X] wrote morte [Y],1
The [X] was original since [Y],1
The [X] narrated an experience that [Y],1
The [X] abandoned the myths that [Y],1
The [X] sensed unable but [Y],1
The [X] obtained a kiss that [Y],1
The [X] appeared in Potter that [Y],1
The [X] proved much [Y],1
The [X] feuded with other that [Y],1
The [X] returned the minuses that [Y],1
The [X] was adamant that [Y],1
The [X] cared that [Y],1
The [X] became a priest until [Y],1
The [X] lived at Viterbo that [Y],1
The [X] chose on September that to called [Y],1
The [X] repaired the Palace that [Y],1
The [X] informed Dante that [Y],1
The [X] killed parents and [Y],1
The [X] made use that [Y],1
The [X] met Dumbledore [Y],1
The [X] symbolised the circumstances that [Y],1
The [X] went a him that [Y],1
The [X] boasted to Dumbledore that [Y],1
The [X] came the name that [Y],1
The [X] concerned for safety that [Y],1
The [X] disliked the ambassador [Y],1
The [X] participated the this that [Y],1
The [X] played an public that [Y],1
The [X] wanted the queen that [Y],1
The [X] was stunned but [Y],1
The [X] was displeased because [Y],1
The [X] made the which that [Y],1
The [X] flagged a one [Y],1
The [X] wrote this [Y],1
The [X] was appointed of Johannisschule that [Y],1
The [X] remained a subject as [Y],1
The [X] said in April that [Y],1
The [X] finnished which [Y],1
The [X] changed the meaning that [Y],1
The [X] became deaf and [Y],1
The [X] was admirers and [Y],1
The [X] was the music that [Y],1
The [X] decided move success [Y],1
The [X] played figures [Y],1
The [X] read what [Y],1
The [X] was inflexible because [Y],1
The [X] went to Hamburg that [Y],1
The [X] went the some and [Y],1
The [X] saw whips and [Y],1
The [X] portrayed a character that [Y],1
The [X] portrayed Cohen and [Y],1
The [X] won Newcomer and [Y],1
The [X] appeared a costume that [Y],1
The [X] appeared the urn that [Y],1
The [X] refused to step that [Y],1
The [X] was exceptional that [Y],1
The [X] allowed it before [Y],1
The [X] made a entrance that [Y],1
The [X] invited the guests that [Y],1
The [X] was alive though [Y],1
The [X] rushed of party that [Y],1
The [X] objected to personification that [Y],1
The [X] had to die or [Y],1
The [X] pointed necessary that [Y],1
The [X] played Obélix [Y],1
The [X] attempted the spirit that [Y],1
The [X] had no intention that [Y],1
The [X] was committed the weight that [Y],1
The [X] appeared any ones than [Y],1
The [X] added a strain because [Y],1
The [X] wrote on April that [Y],1
The [X] commissioned a libretto that [Y],1
The [X] wrote to Gilbert that [Y],1
The [X] returned to opera that [Y],1
The [X] was a chorister [Y],1
The [X] remarked Mendelssohn that [Y],1
The [X] disliked much but [Y],1
The [X] orchestrated each score that [Y],1
The [X] possessed the ability that [Y],1
The [X] regretted at confusion that [Y],1
The [X] decided a monk that [Y],1
The [X] found of parentage that [Y],1
The [X] appeared undergone service but [Y],1
The [X] began a force that [Y],1
The [X] attempted reaching whom [Y],1
The [X] sought the influence that [Y],1
The [X] initiated the Renaissance that [Y],1
The [X] received the castles that [Y],1
The [X] surpassed the heirs that [Y],1
The [X] allowed into what that [Y],1
The [X] enraged Fudge [Y],1
The [X] gained power and [Y],1
The [X] refused any action that [Y],1
The [X] began for water that to call [Y],1
The [X] returned to Hogwarts that [Y],1
The [X] told Dumbledore that [Y],1
The [X] revealed to Snape that [Y],1
The [X] kept the Cloak that [Y],1
The [X] attempted to have and [Y],1
The [X] was first that [Y],1
The [X] entered the Room that [Y],1
The [X] refused to authority that to submit [Y],1
The [X] extended to 1581 that [Y],1
The [X] was an capacity than [Y],1
The [X] viewed the experience that [Y],1
The [X] listed types [Y],1
The [X] contended one that [Y],1
The [X] rejected both capitalism that [Y],1
The [X] retreated from scene that [Y],1
The [X] erected a chapel that [Y],1
The [X] wrote a person if [Y],1
The [X] acted before [Y],1
The [X] played Irishmen [Y],1
The [X] was a villain and [Y],1
The [X] was moving and [Y],1
The [X] explained with terms that [Y],1
The [X] performed on cornet that [Y],1
The [X] deprived the banker that [Y],1
The [X] played the persona that [Y],1
The [X] spoke French though [Y],1
The [X] studied under Giraud that [Y],1
The [X] claimed reasons [Y],1
The [X] suffered absent and [Y],1
The [X] fled to Gaeta that [Y],1
The [X] signed for Lotus that [Y],1
The [X] described season [Y],1
The [X] used the Lotus that [Y],1
The [X] was the points that [Y],1
The [X] moved the chance that [Y],1
The [X] said Rindt that [Y],1
The [X] did in school that [Y],1
The [X] moved to Pictures that [Y],1
The [X] began shooting that [Y],1
The [X] used the costumes that [Y],1
The [X] maintained untrue that [Y],1
The [X] established the Institute that [Y],1
The [X] canonized no saints that [Y],1
The [X] had ties that [Y],1
The [X] gave money or [Y],1
The [X] seemed have relationships until [Y],1
The [X] had a housekeeper that [Y],1
The [X] studied music and [Y],1
The [X] said of Carte that [Y],1
The [X] took risks but [Y],1
The [X] acquired the Hotel that [Y],1
The [X] tuberculosied of which that [Y],1
The [X] sent a offer that [Y],1
The [X] seemed the initiative that [Y],1
The [X] raised men [Y],1
The [X] delayed the start that [Y],1
The [X] recognized cost that [Y],1
The [X] gave a life that [Y],1
The [X] was the ambassador or [Y],1
The [X] visited appalled and [Y],1
The [X] held a view that [Y],1
The [X] became the supporter while [Y],1
The [X] whispered what [Y],1
The [X] returned to hotel that [Y],1
The [X] was suspicious after [Y],1
The [X] wanted the her that [Y],1
The [X] recognized him that [Y],1
The [X] played in position that [Y],1
The [X] contacted a ichthyologist that [Y],1
The [X] speculated this Thomas that [Y],1
The [X] felt as sympathy that [Y],1
The [X] discussed views [Y],1
The [X] planned on location that to shoot [Y],1
The [X] told complete that [Y],1
The [X] perished near Cape that [Y],1
The [X] led the faction that [Y],1
The [X] was an singer and [Y],1
The [X] accepted no contributions that [Y],1
The [X] considered including theory that [Y],1
The [X] told Bridges that [Y],1
The [X] ran for president that [Y],1
The [X] supported Rockefeller and [Y],1
The [X] came the name before [Y],1
The [X] wrote loyal that [Y],1
The [X] continued develop methods and [Y],1
The [X] waited the boat that [Y],1
The [X] tried persuade Basil but [Y],1
The [X] conjured a story that [Y],1
The [X] presented rings [Y],1
The [X] pretended the future that [Y],1
The [X] asked Basil [Y],1
The [X] travelled to Madrid that [Y],1
The [X] organised an walk that [Y],1
The [X] congratulated Karve [Y],1
The [X] defended Hinduism [Y],1
The [X] acknowledged the reality that [Y],1
The [X] practiced which [Y],1
The [X] slammed the successors that [Y],1
The [X] met Tagore if [Y],1
The [X] urged the necessity that [Y],1
The [X] said a perspective that [Y],1
The [X] was Greek for [Y],1
The [X] instituted the use that [Y],1
The [X] became the suspect because [Y],1
The [X] commented for moment that [Y],1
The [X] was fifteen [Y],1
The [X] appeared in record that [Y],1
The [X] scaped the that that [Y],1
The [X] appeared as trainer that [Y],1
The [X] liked prevalent although [Y],1
The [X] leaved MGM as [Y],1
The [X] joined a company that [Y],1
The [X] swore the hit if [Y],1
The [X] made a total that [Y],1
The [X] began production but [Y],1
The [X] proved a experience that [Y],1
The [X] began ponder retirement that [Y],1
The [X] returned in home that [Y],1
The [X] listened that [Y],1
The [X] continued focus systems and [Y],1
The [X] drew the line that [Y],1
The [X] revitalized career and [Y],1
The [X] designerred with whom that [Y],1
The [X] was whom [Y],1
The [X] received information or [Y],1
The [X] cultured possible that [Y],1
The [X] worked as lecturer that [Y],1
The [X] confessed in court that [Y],1
The [X] proposed able that [Y],1
The [X] changed the proportions that [Y],1
The [X] appeared in document that [Y],1
The [X] alerted the two that [Y],1
The [X] became infuriated [Y],1
The [X] told Åkerfeldt that [Y],1
The [X] learnt English and [Y],1
The [X] decided a office that [Y],1
The [X] told reporters before [Y],1
The [X] was the instance but [Y],1
The [X] made in prison that [Y],1
The [X] underwent a experience that [Y],1
The [X] gave it and [Y],1
The [X] praised the novel that [Y],1
The [X] feed Max though [Y],1
The [X] opened the package that [Y],1
The [X] took the care that [Y],1
The [X] teamed with Eglee that [Y],1
The [X] reviewed the tapes that [Y],1
The [X] said because setting that [Y],1
The [X] chose the people though [Y],1
